id,tweet,sentiment
747,The establishment will be afraid of #GE16 when they see the numbers out on #JAN23. #satnightshow,8
748,Munster in the General Election  #ge16,5
749,SeanO'Rourke doesn't know what a tracker mortgage is  #TodaySOR #Eircode #Fiascode #Labour #GE16 #AlexWhiteTD #rte,2
750,The reason the established parties fear Sinn F\u00e9in is the reason I will vote for Sinn F\u00e9in. It's a very good reason.\n#MyHomelessFamily #GE16,8
751,Ardfheis hears about Irish language group's call not to vote for Fine Gael - Irish Times -,5
752,Leaflet from Mary-Linehan Foley -Independent \u2013 Cork East\u00a0#ge16,5
753,There is a little matter of an Election between now and then where you the Irish Public can take the matter out of the hands of @EndaKennyTD,6
754,Campaign office now open in Navan \n#cassells4meathwest #ge16,5
755,Thank you @ManchanMagan @greenparty_ie #ldwh for pledging your support for a referendum on #repealthe8th #ge16,8
756,"From the lotus position atop a plinth, Green Party Councillor Brian Distress rejected calls for a tax on coddle. #ge16",4
757,ooh...what a bitch ! Varadkar  'I look at what Micheal Martin did and do the exact opposite'  via @Independent_ie,2
758,@sharmander_says I totally support and will publicly campaign for a repeal of the 8th amendment. #repealthe8th #GalwayWest #GE16,8
759,Collapsing coalition. Labour won't be in government with Lowry says Kelly  #GE16 #todaysor,4
760,Shit all of them,0
761,Lowry kite flying to me seems to benefit Labour most #GE16,3
762,"From the lotus position atop a plinth, Independent candidate Spare Ribs McNamara railed against a night of reckless abandon \ud83d\udc4f #ge16",3
763,Local Authority's need flexibility to do their work re: rent supplimentary. Housing Policy ready to go now.  #VoteGreen2016 #GE16,4
764,@JOBrienSF please pledge your support for people with neuro conditions    #GE16 #800000minds #NAI #2016election,6
765,Women received the right to vote in Ireland in 1928. 88 years ago. #gendergap,7
766,Getting used to being down to earth; as they all will be post #GE16 \ud83d\ude2c\ud83d\ude2c -,6
767,When a loon like this shows up it's clear the winners of #peoplesdebate were people canvassing on Monday #GE16 #vinb,2
768,Cork North West now live for #ge16 Bet here:,5
769,Will other counties follow Clare and run a GP candidate in the election? #GE16,5
770,"She won nothing, it was gifted to her, like say..appointments to state boards or Senate seats.",2
771,The past is the past for a reason,3
772,Paula Flanagan's WhichCandidate profile  #ge16 #donegal @donegalgreens @greenparty_ie,5
773,I see @FineGael candidates are preceded by a little posse of suited smug @yfg scouts to warn their boss of hostile households ahead. #ge16,2
774,Great canvass tonight for @simoncoveney in CSC tonight. #ge16 #voteFG,8
775,Prediction for the forthcoming Election in Ireland.\nSinn Fein are going to wipe out Fianna Failure in Dublin.,7
776,Message from @CiaranCuffe for #ge16 to #VoteGreen2016 \n ,6
777,"@FineGael RTE and the rest of the liberal biased media, also vote FG for more abortion. Vote anyone other than FG (or Labour) #ge16 #Ireland",2
778,Jackie Cahill Introduction  An excellent introduction video #ge16,8
779,This is Ken\nKen is running in #ge16 \nKen supports @SocDems \nKen wears funny ties\nKen loves #Cork\nKen is smart\nVote for Ken,10
780,@macbloscaidh @sinnfeinireland The party never did apologise for offending Christians. #GE16 #Cavan #Monaghan,2
781,Irish Water staff told not to engage with protestors via @RTENewsNow #GE16 @rtenews,4
782,46 sites in Ireland with out sewage treatment the investment in Irish water would have solved all sites problems #vinb #PBP #VinB #GE16,3
783,Denis Naughten's WhichCandidate profile  #ge16 #rosommon #galway @DenisNaughten,5
784,Power at any price? Labour and FG refuse to discount coalition with Michael Lowry #GE2016,4
785,Will Ireland\u2019s General Election 2016 be fought and won on Facebook?#ge16,5
786,"#Right2Water #Jan23 #Carlow #Kilkenny #GE16 please share, RT, invite your contacts.",5
787,SF President @GerryAdamsSF &amp; #GE16 candidate for #Cork SC @Donnchadhol speaking to media in @RochestownPark tonight,5
788,#ge16 There is no point asking FG candidate anything over the next few weeks they'll just keep saying keep the  Recovery going,2
789,"Well, @SeanD4change, there's a few hours left for @SpringAJ to make good his undertaking to D\u00e1il \u00c9ireann.\n#GE16 @Labour",6
790,SDs 'will reduce child care by one third' - Roisin Shortall  #GE16,5
791,The important number here is 41%. That's 59% against a simple #repealthe8th. \n\n,6
792,We can pretend this will not impact on Ireland but we know it will. GE16 #getoutandvote,3
793,"BreakfastNT with Ivan &amp; Chris #GE16 predictions, Galway East: Cllr @AnneRabbitte to take the 3rd seat for @fiannafailparty",5
794,Higgins Commission report into acavan-Monaghan garda safely postponed until after #GE16 election,5
795,Spin 3 out 4 ppl paid water bills. IW sums don't add up. If really true why a need to bring in legislation Clear #boycott #GE16,2
796,Spent today in #Midleton attended coffee morning in aid of @culann2walk in morning &amp; rest of day #ge16 canvassing. Thanks for warm welcome!,9
797,WOULD NOT GET A SEAT IN THE BOTANIC GARDENS...... @labour .. #todaysor WITH HOWLER ON THE SWING...... #vinb #GE16,1
798,#fgaf16\r\Let's keep the recovery going\\rNotably better than:\r \Well isn't this grand lads\\r#ge16,7
799,MORE Promises for \middle Ireland\ from Kenny #FG \Buy the Lies Pay the Price\ #GE16,0
800,"@Marvscouncil @Keegan1Andrew #GE16 Peoples struggles in 2016 to reflect past struggles, 1916 celebrations will ignite mood to take action",7
801,Fianna F\u00e1il will campaign against #Brexit in NI regardless of the outcome of\u00a0#GE16\u2026,5
802,Cliff Taylor: Are we really going to let ourselves be bought off again by election promises:    submitted by  ...,4
803,@ThomasPringleTD #GE16 Launch in Killybegs  @ClareDalyTD #Donegal #IrishGeneralElection #Election #DonegalTV,5
804,We've invited all political parties to pitch their childcare plans in an #EarlyYears forum next week - more details soon #vinb #GE16,5
805,@JohnGilroyTeam @GlasgowBhoy  There's a sectarian comment that will come back to haunt you and your party #ge2016.,2
806,Irish complain about A&amp;E same time vote support evil doctors protected by Irish Medical Council &amp;HSE.,1
807,#GE2016  @fiannafailparty 70% of our Health budget is spent on wages and pensions....is this not unsustainable into the future?,3
808,Ireland: Michael Noonan says the country has a 'clear choice' on Election day: The Finance Minister Micha...  (IT),5
809,"\No offence, like, but is there anything out of your mouth that isn't bullshit?\ - girl asks politician\n#ge2016 \n",0
810,Only wish @SocDems had a candidate in Dun Laoghaire. I'd canvass.,8
811,Makes such economic sense. My no 1 issue for the forthcoming #GE16  Which party wants my vote?,8
812,ICYMI: @ciairin spoke to @lstwrd @cooper_m about #EarlyYears in Ireland #GE16  (15mins in),5
813,"During a press conference today, AAA-PBP Councillor Hiroshima Hannigan said much could be learned from a random Tribunal. #ge16",5
814,@ccullinane2011 please pledge your support for people with neuro conditions    #GE16 #800000minds #NAI #2016election,6
815,Supporting Noeleen Moran at her #GE16 Election launch #TeamSinnFein @sinnfeinireland #Clare,7
816,"The Spanish King offers his mediation services,after the Irish General Election . Gracias",7
817,"#GE16 why not build your own democracy, Many candidates coming forward for election to provisional government",5
818,\More collective societies have less mental issues\- @annwalshgreen \n#VoteGreen2016 #GE16,4
819,\Quick thinking can avoid disaster\- @GraceOSllvn #VoteGreen2016 #GE16,7
820,"\People have a skills to renovate the building, change the legislation\- @donna_cooney1 #VoteGreen2016 #GE16",5
821,"Alan Kelly TD, a corporation sole.\nAll about jobs.\n#GE16",3
822,@sinnfeinireland @SeanMoncrieff  Where @sinnfeinireland has had electoral success high numbers of people unemployed and in poverty #GE16,2
823,Good to see some media coverage from @thejournal_ie but @EamonRyan had so many positives too! #VoteGreen2016 #GE16,8
824,I genuinely cannot wait to see #Labour face the full fury of a betrayed electorate #GE16 \n\n#Armageddon,8
825,Sorry @JanOSullivanTD but the electorate are not idiots. Labour will reduce 3rd level fees? Have you forgotten  #GE16,1
826,"Good fun....@eoinsweeney on @RTERadio1 now, election campaign songs with @rtemooney #GE2016",9
827,Surely this statement is very premature since many Independents are still unknown.,3
828,Facebook to make it easier for Irish users to register to vote  #Gizmo,6
829,@berkieahern @SeanD4change @Independent_ie @AodhanORiordain a dying wasp trying to sting #ge16,2
830,Claim your seat at our @ONAIreland nerdfest on election coverage in the digital age:  #GE16,5
831,Meeting the press @niallotuathail on O'Connell Street with @SocDems #socdems #GE16 #todaysor,5
832,"James Reilly, forgotten but not gone...... #RTEnews #vinb #ge16",5
833,Michael Noonan has denied reports that Fine Gael has already begun coalition talks with independent TDs #ge16 #fgaf16,5
834,"While balancing on one leg, FF TD Liam Deliverance repeated calls for a cheeky constitutional convention. #ge16",5
835,"no money 2 prioritize health+homeless issues, yet enough to pay to find out what we think! they mus b blind #ge16",1
836,"Yes, significantly. Such a litany of cuts harming children introduced by this govt. #UNCRC #ge16",2
837,In #ge16 remember last time they asked to to choose between your Heritage and your economic welfare you got neither.,1
838,Reg'd to vote at this address for yrs. 18yr old daughter reg'd since Dec. Neither on electoral register now! WTF? #GE16,2
839,@DisparatePost @eireonic good to know! #ge16 the sky will be black with chickens coming home to roost for them,4
840,It's as if Corbyn is worried there might be some swing voters left who might possibly vote Lab. Best stop them.,3
841,The fostering and development of #creativity across society needs to be at the heart of #ge16 @axisBallymun,6
842,the only reason why #lab are 1/4 #bet for a seat in #Louth #ge16 is that\n\nnoone has heard of @geraldnash #gnasher \n,3
843,Hope he wins a seat but no way Ged Nash is a 1/4 shot in Louth #GE16,4
844,Early Years #GE16 Campaign calls for Candidates to make a Promise to Children  @drivetimerte,5
845,@JanOSullivanTD @kfmradio @leinsleadernews Urgent need 4places 4 ALL students in #kildaresouth #GE16 #noschoolnovote,3
846,#GE16 Message for @DrJamesReilly from #RiseUp4Children supporter via,5
847,Delighted to announce @ManchanMagan is running in Longford/Westmeath!  #GE16 #VoteGreen2016,7
848,Enda Kenny 2009: \I want the people to see that they get value for the money which they pay thru taxes\ #GE16  #vinb,2
849,"@AlexKane221b @joeman42 \n\nlive in Ireland their\nhated mcg Adams\n why would they not stand - \n election, not safe hands Derry Donegal",3
850,"Endas bonus to himself if he gets re-elected, \u20ac12,000+ #ntfm #ge16",3
851,@soundmigration \n#politicians who renege on promises should automatically trigger a by-election i.e. Lose their seats.\n#ge16 #GE16,3
852,Here are some link on yesterday Disable inequality Campaign launch by The Disability Federation  @irishexaminer,5
853,Fine Gael furious at Howlin 'stunt' after it lavished him with praise  via @Independent_ie,1
854,.@MichealMartinTD \We will ban exploitative zero hour contacts.\ #af16 #ge16,6
855,3rd week &amp; no tweets #vinb #rtebias #tuningOut #WhereIsVincent  ????,3
856,"The promise from Joan Burton of child care at \u20ac2 is making me broody.\nI may seek, somehow, to have issue.\n#GE16",7
857,"We may be with Fianna F\u00e1il, but you can keep an eye on the Green Party conference here  #VoteGreen2016 #af16 #GE16",6
858,"This \average\ of \u20ac53,286 is far more than most ppl I meet while out #GE16 campaigning, struggling to make ends meet",3
859,"Canvassing taking it's toll - currently in bed with a Lemsip, battling a viral infection.  #GE16 @IndepAlliance",3
860,Mayo county council joining our campaign as #arthritischampion @ge2016,6
861,Remember campaigners for issues...candidates will promise literally anything and everything to get your vote #GE16,2
862,#fgaf16 @FitzgeraldFrncs giving firm &amp; clear message that @FineGael is party of Law &amp; Order #GE16,5
863,"Bullet found at Irish ruling party\u2019s convention as election looms:  Tensions are high in Dublin, ...  @TaNeaOnline",4
864,@TodaySOR @AlexWhiteTD as @POSTVOX said no #eircode needed at all - leave it off &amp; post will be delivered as normal = \u20ac50m wasted #GE16,2
865,You're not Alone ' looked after 222 homeless people under central bank #Dublin Sunday #not1home #twip #GE16 #vinb,2
